Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,4,1,5,27,29
14,8,13,12,7,9
13,9,12,12,8,10
12,10,11,12,9,11
11,11,10,13,10,12
10,12,9,14,11,11
9,13,8,15,12,12
8,14,7,16,13,13
7,15,6,17,14,14
6,16,5,18,15,15
5,17,4,19,16,16
4,18,3,20,17,17
3,19,2,21,18,18
2,20,1,22,19,19
1,21,1,23,20,20
1,22,2,24,21,21
2,23,3,25,22,22
3,24,4,26,23,23
4,25,4,27,24,24
4,26,3,28,25,25
3,27,2,29,26,26
2,28,1,29,27,27
1,29,2,28,26,28
2,28,1,27,27,29
1,27,2,26,26,28
2,26,1,25,27,29
1,25,2,24,26,28
2,24,1,23,27,29
1,23,2,22,26,28
2,22,1,21,27,29
1,21,2,20,26,28
2,20,1,19,27,29
1,19,2,18,26,28
2,18,1,17,27,29
1,17,2,16,26,28
2,16,1,15,27,29
1,15,2,14,26,28
2,14,1,13,27,29
1,13,2,12,26,28
2,12,1,11,27,29
1,11,2,10,26,28
2,10,1,9,27,29
1,9,2,8,26,28
2,8,1,7,27,29
1,7,2,6,26,28
2,6,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
1,5,2,4,26,28
2,4,1,5,27,29
