Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,0,3,1,4,21
8,4,17,5,4,19
9,5,16,5,3,20
10,6,15,6,4,21
11,7,14,6,3,20
12,8,13,7,4,21
13,7,12,8,3,20
12,8,11,7,4,21
11,7,10,6,3,20
10,6,9,5,4,21
9,5,8,4,3,20
8,4,7,3,4,21
7,3,6,2,3,20
6,2,5,1,4,21
5,1,4,0,3,20
4,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
3,1,2,0,3,20
2,0,3,1,4,21
