Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,0,2,1,27,28
9,20,11,2,17,16
10,19,11,3,18,17
11,18,11,4,19,18
11,17,11,5,20,19
11,16,11,6,21,20
11,15,11,7,22,21
11,14,11,8,23,22
11,13,11,9,24,23
11,12,11,10,25,24
11,11,10,9,26,23
10,10,9,8,27,24
9,9,8,7,28,25
8,8,7,6,27,26
7,7,6,5,28,27
6,6,5,4,27,28
5,5,4,3,28,29
4,4,3,2,27,28
3,3,2,1,28,29
2,2,1,0,27,28
1,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
1,0,2,1,27,28
2,1,1,0,28,29
