Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,1,3,0,27,11
23,13,27,28,23,9
24,14,27,27,24,10
25,15,27,26,25,11
26,16,27,25,26,10
27,17,27,24,27,11
26,18,27,23,26,10
26,19,27,22,27,11
25,20,26,21,26,10
26,21,25,20,27,11
25,20,24,19,26,10
24,19,23,18,27,11
23,18,22,17,26,10
22,17,21,16,27,11
21,16,20,15,26,10
20,15,19,14,27,11
19,14,18,13,26,10
18,13,17,14,27,11
17,14,16,15,26,10
16,15,15,14,27,11
15,14,14,13,26,10
14,13,13,12,27,11
13,12,12,11,26,10
12,11,11,10,27,11
11,10,12,9,26,10
12,9,11,8,27,11
11,8,10,7,26,10
10,7,9,6,27,11
9,6,8,5,26,10
8,5,7,4,27,11
7,4,6,3,26,10
6,3,5,2,27,11
5,2,4,1,26,10
4,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
3,0,2,1,26,10
2,1,3,0,27,11
