Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,0,11,1,28,20
24,11,15,7,26,10
23,10,16,7,27,11
22,9,17,7,26,12
21,8,18,7,27,13
20,7,19,7,26,14
19,7,18,6,27,15
18,6,17,7,28,16
17,7,16,6,27,17
16,6,15,5,28,18
15,5,14,4,27,19
14,4,13,3,28,20
13,3,12,2,27,21
12,2,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
11,1,10,0,27,21
10,0,11,1,28,20
