Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
3,1,2,0,28,28
16,4,15,14,6,4
15,5,15,13,7,5
15,6,15,12,8,6
15,7,14,11,9,7
14,8,13,10,10,8
13,9,12,11,11,9
13,10,11,12,12,10
14,11,12,11,13,11
13,11,11,10,14,12
12,10,10,9,15,13
11,9,9,8,16,14
10,8,8,7,17,15
9,7,7,6,18,16
8,6,6,5,19,17
7,5,5,4,20,18
6,4,4,3,21,19
5,3,3,2,22,18
4,2,2,1,23,19
3,1,2,0,24,20
2,0,3,1,25,21
3,1,2,0,26,22
2,0,3,1,27,23
3,1,2,0,28,24
2,0,3,1,27,25
3,1,2,0,28,26
2,0,3,1,27,27
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
2,0,3,1,27,29
3,1,2,0,28,28
