Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,0,1,1,28,15
24,9,5,25,26,15
23,10,6,25,27,16
22,11,7,25,28,15
21,12,8,25,27,16
20,13,9,25,28,15
19,14,10,25,27,16
18,14,11,25,28,15
17,14,12,25,27,16
16,14,13,25,28,15
15,15,14,25,27,16
14,16,15,25,28,15
15,17,16,25,27,16
16,18,17,25,28,15
17,19,18,24,27,16
18,20,19,23,28,15
19,21,20,22,27,16
20,22,19,21,28,15
19,21,18,20,27,16
18,20,17,19,28,15
17,19,16,18,27,16
16,18,15,17,28,15
15,17,14,16,27,16
14,16,13,15,28,15
13,15,12,14,27,16
12,14,11,13,28,15
11,13,10,12,27,16
10,12,9,11,28,15
9,11,8,10,27,16
8,10,7,9,28,15
7,9,6,8,27,16
6,8,5,7,28,15
5,7,4,8,27,16
4,8,3,7,28,15
3,7,2,6,27,16
2,6,1,5,28,15
1,5,2,4,27,16
2,4,1,3,28,15
1,3,2,2,27,16
2,2,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
1,1,2,0,27,16
2,0,1,1,28,15
