Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,4,2,3,28,10
11,18,2,24,18,2
10,19,2,23,19,3
9,20,2,22,20,4
8,21,3,22,21,5
7,22,4,22,22,6
6,22,3,21,23,7
5,21,4,21,24,8
4,21,3,20,25,9
3,20,2,19,26,10
2,19,1,18,27,11
1,18,2,17,28,10
2,17,1,16,27,11
1,16,2,15,28,10
2,15,1,14,27,11
1,14,2,13,28,10
2,13,1,12,27,11
1,12,2,11,28,10
2,11,1,10,27,11
1,10,2,9,28,10
2,9,1,8,27,11
1,8,2,7,28,10
2,7,1,6,27,11
1,6,2,5,28,10
2,5,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
1,4,2,3,28,10
2,3,1,4,27,11
