Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,12,28,13,28,12
3,15,5,0,25,3
3,14,6,0,26,4
3,13,7,0,27,5
4,12,8,0,28,6
5,11,9,0,27,7
6,11,10,0,28,8
7,10,11,0,27,9
8,9,12,0,28,10
9,8,13,0,27,11
10,7,14,0,28,12
11,6,15,0,27,13
12,5,16,0,28,12
13,4,17,1,27,13
14,3,18,2,28,12
15,2,19,3,27,13
16,3,19,4,28,12
17,3,20,4,27,13
18,2,20,5,28,12
19,3,21,5,27,13
20,4,21,6,28,12
21,5,22,7,27,13
22,6,23,8,28,12
23,7,24,9,27,13
24,8,25,10,28,12
25,9,26,11,27,13
26,10,27,12,28,12
27,11,28,13,27,13
28,12,28,13,28,12
