Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,0,1,1,28,28
20,23,27,24,8,22
21,24,26,24,9,23
22,24,25,24,10,24
23,24,26,23,11,25
24,23,25,23,12,26
25,23,24,22,13,27
24,22,23,21,14,28
23,21,22,20,15,29
22,20,21,19,16,28
21,19,20,18,17,29
20,18,19,17,18,28
19,17,18,16,19,29
18,16,17,15,20,28
17,15,16,14,21,29
16,14,15,13,22,28
15,13,14,12,23,29
14,12,13,11,24,28
13,11,12,10,25,29
12,10,11,9,26,28
11,9,10,8,27,29
10,8,9,7,28,28
9,7,8,6,27,29
8,6,7,5,28,28
7,5,6,4,27,29
6,4,5,3,28,28
5,3,4,2,27,29
4,2,3,1,28,28
3,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
2,0,1,1,28,28
1,1,2,0,27,29
