Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,5,2,4,28,12
11,14,5,14,20,4
10,14,6,14,21,5
9,14,7,14,22,6
8,14,6,13,23,7
7,13,5,12,24,8
6,12,4,11,25,9
5,11,3,10,26,10
4,10,2,9,27,11
3,9,1,8,28,12
2,8,1,7,27,13
1,7,2,6,28,12
2,6,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
1,5,2,4,28,12
2,4,1,5,27,13
