Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
8,1,9,0,26,28
14,12,26,9,4,14
15,11,25,9,3,15
16,10,24,9,4,16
17,9,23,9,5,17
18,9,22,9,6,18
19,9,21,9,7,19
20,9,22,8,8,20
21,8,23,7,9,21
22,7,24,6,10,22
23,7,25,5,11,23
24,6,25,6,12,24
25,6,24,7,13,25
24,7,23,8,14,26
23,8,22,7,15,27
22,7,21,6,16,28
21,6,20,5,17,29
20,5,19,4,18,28
19,4,18,3,19,29
18,3,17,4,20,28
17,4,16,5,21,29
16,5,15,4,22,28
15,4,14,3,23,29
14,3,13,2,24,28
13,2,12,1,25,29
12,1,11,0,26,28
11,0,10,1,27,29
10,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
8,1,9,0,26,28
9,0,8,1,27,29
