Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
8,14,9,16,9,16
2,15,23,27,18,7
2,16,22,26,17,8
3,15,21,25,16,9
4,15,20,24,15,10
4,16,19,23,14,11
3,15,18,22,13,12
3,15,17,21,12,13
4,16,16,20,11,14
5,15,15,19,10,15
6,15,14,18,9,16
6,16,13,17,8,17
7,15,12,16,7,17
8,14,11,16,7,16
9,14,10,15,7,15
10,15,9,14,6,15
9,14,8,13,7,14
10,14,7,14,8,13
11,15,6,14,9,14
10,16,7,15,10,13
9,16,8,14,9,14
8,17,8,13,10,15
7,16,9,14,9,16
6,15,10,15,8,17
7,14,9,16,7,16
8,13,8,17,6,15
9,14,7,16,7,14
10,14,7,15,8,13
10,15,8,14,9,13
9,16,8,13,10,14
8,17,9,14,11,15
7,16,10,15,11,16
7,15,10,16,10,17
8,14,9,16,9,16
