Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
26,11,24,13,24,13
21,12,7,7,18,27
22,11,8,8,19,26
23,12,9,9,20,25
24,13,10,10,21,24
24,12,11,11,22,23
25,13,12,12,23,22
24,13,13,13,24,21
23,13,14,14,23,20
22,14,15,15,22,19
21,15,14,16,21,18
20,14,15,17,20,17
19,13,16,17,19,16
18,13,17,18,19,15
19,12,18,17,18,14
20,11,19,16,18,13
21,12,19,15,19,12
22,13,20,14,20,12
23,14,20,13,21,12
22,15,21,13,22,13
22,16,22,13,21,14
23,15,22,13,22,15
24,14,23,13,22,15
25,13,23,14,23,15
25,12,23,14,24,14
26,11,24,13,24,13
